ID,Year,Competition,Round,GameTimeUTC,GameTimeLocal,HomeTeam,AwayTeam,Ground,Score,Result,HomeOdds,AwayOdds,TipstersPick,TipOutcome
5266,2014,HA,20,2014-08-08 09:50:00+00:00,2014-08-08 19:50:00+10:00,Richmond,Essendon,MCG,95-77,Richmond,2.38,1.653,Essendon,0
5267,2014,HA,20,2014-08-09 03:45:00+00:00,2014-08-09 13:45:00+10:00,GWS,North Melbourne,Manuka,51-126,North Melbourne,5.61,1.181,North Melbourne,1
5268,2014,HA,20,2014-08-09 04:10:00+00:00,2014-08-09 14:10:00+10:00,Carlton,Gold Coast,Docklands,97-58,Carlton,1.546,2.65,Carlton,1
5269,2014,HA,20,2014-08-09 06:40:00+00:00,2014-08-09 16:40:00+10:00,Hawthorn,Melbourne,MCG,115-65,Hawthorn,1.025,20.0,Hawthorn,1
5270,2014,HA,20,2014-08-09 09:40:00+00:00,2014-08-09 19:40:00+10:00,Geelong,Fremantle,Kardinia,81-79,Geelong,1.427,3.09,Geelong,1
5271,2014,HA,20,2014-08-09 09:40:00+00:00,2014-08-09 19:40:00+10:00,Port Adelaide,Sydney,Adelaide,58-84,Sydney,3.35,1.377,Sydney,1
5272,2014,HA,20,2014-08-10 03:10:00+00:00,2014-08-10 13:10:00+10:00,Brisbane,Adelaide,Gabba,63-168,Adelaide,3.14,1.416,Adelaide,1
5273,2014,HA,20,2014-08-10 05:20:00+00:00,2014-08-10 15:20:00+10:00,St Kilda,Western Bulldogs,Docklands,99-122,Western Bulldogs,3.39,1.37,Western Bulldogs,1
5274,2014,HA,20,2014-08-10 06:40:00+00:00,2014-08-10 16:40:00+10:00,West Coast,Collingwood,Subiaco,126-66,West Coast,1.724,2.25,West Coast,1
5275,2014,HA,21,2014-08-15 09:50:00+00:00,2014-08-15 19:50:00+10:00,Carlton,Geelong,Docklands,76-82,Geelong,3.03,1.44,Geelong,1
5276,2014,HA,21,2014-08-16 03:45:00+00:00,2014-08-16 13:45:00+10:00,Sydney,St Kilda,SCG,127-56,Sydney,1.025,19.0,Sydney,1
5277,2014,HA,21,2014-08-16 04:10:00+00:00,2014-08-16 14:10:00+10:00,Gold Coast,Port Adelaide,Gold Coast,47-56,Port Adelaide,3.48,1.357,Port Adelaide,1
5278,2014,HA,21,2014-08-16 06:40:00+00:00,2014-08-16 16:40:00+10:00,Essendon,West Coast,Docklands,77-74,Essendon,1.571,2.58,Essendon,1
5279,2014,HA,21,2014-08-16 09:40:00+00:00,2014-08-16 19:40:00+10:00,Adelaide,Richmond,Adelaide,69-79,Richmond,1.5,2.8,Adelaide,0
5280,2014,HA,21,2014-08-16 09:40:00+00:00,2014-08-16 19:40:00+10:00,Collingwood,Brisbane,MCG,56-123,Brisbane,1.178,5.68,Collingwood,0
5281,2014,HA,21,2014-08-17 03:10:00+00:00,2014-08-17 13:10:00+10:00,North Melbourne,Western Bulldogs,Docklands,111-61,North Melbourne,1.377,3.35,North Melbourne,1
5282,2014,HA,21,2014-08-17 05:20:00+00:00,2014-08-17 15:20:00+10:00,Melbourne,GWS,MCG,34-98,GWS,1.465,2.93,Melbourne,0
5283,2014,HA,21,2014-08-17 06:40:00+00:00,2014-08-17 16:40:00+10:00,Fremantle,Hawthorn,Subiaco,110-91,Fremantle,1.862,2.05,Fremantle,1
5284,2014,HA,22,2014-08-22 09:50:00+00:00,2014-08-22 19:50:00+10:00,Port Adelaide,Carlton,Adelaide,140-37,Port Adelaide,1.262,4.3,Port Adelaide,1
5285,2014,HA,22,2014-08-23 03:45:00+00:00,2014-08-23 13:45:00+10:00,North Melbourne,Adelaide,Hobart,101-94,North Melbourne,2.04,1.869,North Melbourne,1
5286,2014,HA,22,2014-08-23 04:10:00+00:00,2014-08-23 14:10:00+10:00,Essendon,Gold Coast,Docklands,108-89,Essendon,1.176,5.72,Essendon,1
5287,2014,HA,22,2014-08-23 06:40:00+00:00,2014-08-23 16:40:00+10:00,GWS,Collingwood,Showgrounds,67-75,Collingwood,2.43,1.632,Collingwood,1
5288,2014,HA,22,2014-08-23 09:40:00+00:00,2014-08-23 19:40:00+10:00,Hawthorn,Geelong,MCG,94-71,Hawthorn,1.505,2.78,Hawthorn,1
5289,2014,HA,22,2014-08-23 09:40:00+00:00,2014-08-23 19:40:00+10:00,West Coast,Melbourne,Subiaco,119-53,West Coast,1.071,10.75,West Coast,1
5290,2014,HA,22,2014-08-24 03:10:00+00:00,2014-08-24 13:10:00+10:00,Brisbane,Fremantle,Gabba,48-106,Fremantle,3.17,1.409,Fremantle,1
5291,2014,HA,22,2014-08-24 05:20:00+00:00,2014-08-24 15:20:00+10:00,Western Bulldogs,Sydney,Docklands,67-130,Sydney,5.61,1.181,Sydney,1
5292,2014,HA,22,2014-08-24 06:40:00+00:00,2014-08-24 16:40:00+10:00,Richmond,St Kilda,MCG,98-72,Richmond,1.108,8.2,Richmond,1
5293,2014,HA,23,2014-08-29 09:50:00+00:00,2014-08-29 19:50:00+10:00,Collingwood,Hawthorn,MCG,56-121,Hawthorn,10.25,1.076,Hawthorn,1
5294,2014,HA,23,2014-08-30 03:10:00+00:00,2014-08-30 13:10:00+10:00,Gold Coast,West Coast,Gold Coast,99-151,West Coast,,,Gold Coast,0
5295,2014,HA,23,2014-08-30 03:45:00+00:00,2014-08-30 13:45:00+10:00,Carlton,Essendon,MCG,90-90,Draw,3.39,1.37,Essendon,1
5296,2014,HA,23,2014-08-30 05:10:00+00:00,2014-08-30 15:10:00+10:00,Fremantle,Port Adelaide,Subiaco,105-97,Fremantle,1.48,2.86,Fremantle,1
5297,2014,HA,23,2014-08-30 06:40:00+00:00,2014-08-30 16:40:00+10:00,Sydney,Richmond,Homebush,65-68,Richmond,1.46,2.94,Sydney,0
5298,2014,HA,23,2014-08-30 09:40:00+00:00,2014-08-30 19:40:00+10:00,North Melbourne,Melbourne,Docklands,123-93,North Melbourne,1.105,8.36,North Melbourne,1
5299,2014,HA,23,2014-08-30 09:40:00+00:00,2014-08-30 19:40:00+10:00,Geelong,Brisbane,Kardinia,143-81,Geelong,1.076,10.25,Geelong,1
5300,2014,HA,23,2014-08-31 05:20:00+00:00,2014-08-31 15:20:00+10:00,Adelaide,St Kilda,Adelaide,141-62,Adelaide,1.065,11.47,Adelaide,1
5301,2014,HA,23,2014-08-31 06:40:00+00:00,2014-08-31 16:40:00+10:00,Western Bulldogs,GWS,Docklands,109-115,GWS,1.25,4.46,Western Bulldogs,0
5338,2015,HA,1,2015-04-02 08:20:00+00:00,2015-04-02 19:20:00+11:00,Carlton,Richmond,MCG,78-105,Richmond,2.69,1.531,Carlton,0
5339,2015,HA,1,2015-04-04 02:40:00+00:00,2015-04-04 13:40:00+11:00,Melbourne,Gold Coast,MCG,115-89,Melbourne,3.35,1.377,Gold Coast,0
5340,2015,HA,1,2015-04-04 05:35:00+00:00,2015-04-04 16:35:00+11:00,Sydney,Essendon,Homebush,72-60,Sydney,1.323,3.72,Sydney,1
5341,2015,HA,1,2015-04-04 08:20:00+00:00,2015-04-04 19:20:00+11:00,Brisbane,Collingwood,Gabba,74-86,Collingwood,1.48,2.86,Brisbane,0
5342,2015,HA,1,2015-04-04 08:20:00+00:00,2015-04-04 19:20:00+11:00,Western Bulldogs,West Coast,Docklands,97-87,Western Bulldogs,2.58,1.571,West Coast,0
5343,2015,HA,1,2015-04-05 03:10:00+00:00,2015-04-05 13:10:00+10:00,St Kilda,GWS,Docklands,78-87,GWS,3.79,1.314,GWS,1
5344,2015,HA,1,2015-04-05 05:20:00+00:00,2015-04-05 15:20:00+10:00,Adelaide,North Melbourne,Adelaide,140-63,Adelaide,1.714,2.27,Adelaide,1
5345,2015,HA,1,2015-04-05 08:40:00+00:00,2015-04-05 18:40:00+10:00,Fremantle,Port Adelaide,Subiaco,75-68,Fremantle,1.689,2.31,Fremantle,1
5346,2015,HA,1,2015-04-06 05:20:00+00:00,2015-04-06 15:20:00+10:00,Hawthorn,Geelong,MCG,123-61,Hawthorn,1.344,3.56,Hawthorn,1
5347,2015,HA,2,2015-04-10 09:10:00+00:00,2015-04-10 19:10:00+10:00,West Coast,Carlton,Subiaco,131-62,West Coast,1.546,2.65,West Coast,1
5348,2015,HA,2,2015-04-11 03:45:00+00:00,2015-04-11 13:45:00+10:00,Richmond,Western Bulldogs,MCG,66-85,Western Bulldogs,1.37,3.39,Richmond,0
5349,2015,HA,2,2015-04-11 04:10:00+00:00,2015-04-11 14:10:00+10:00,GWS,Melbourne,Manuka,101-56,GWS,1.448,2.99,GWS,1
5350,2015,HA,2,2015-04-11 06:35:00+00:00,2015-04-11 16:35:00+10:00,Collingwood,Adelaide,Docklands,63-90,Adelaide,3.17,1.409,Adelaide,1
5351,2015,HA,2,2015-04-11 09:20:00+00:00,2015-04-11 19:20:00+10:00,Gold Coast,St Kilda,Gold Coast,76-104,St Kilda,1.208,5.08,Gold Coast,0
5352,2015,HA,2,2015-04-11 09:40:00+00:00,2015-04-11 19:40:00+10:00,Port Adelaide,Sydney,Adelaide,44-92,Sydney,1.54,2.66,Port Adelaide,0
5353,2015,HA,2,2015-04-12 03:10:00+00:00,2015-04-12 13:10:00+10:00,Geelong,Fremantle,Kardinia,60-104,Fremantle,2.44,1.628,Fremantle,1
5354,2015,HA,2,2015-04-12 05:20:00+00:00,2015-04-12 15:20:00+10:00,Essendon,Hawthorn,MCG,78-76,Essendon,4.73,1.229,Hawthorn,0
5355,2015,HA,2,2015-04-12 06:40:00+00:00,2015-04-12 16:40:00+10:00,North Melbourne,Brisbane,Docklands,133-51,North Melbourne,1.149,6.48,North Melbourne,1
5356,2015,HA,3,2015-04-17 09:50:00+00:00,2015-04-17 19:50:00+10:00,Collingwood,St Kilda,MCG,140-66,Collingwood,1.4,3.22,Collingwood,1
5357,2015,HA,3,2015-04-18 03:45:00+00:00,2015-04-18 13:45:00+10:00,Carlton,Essendon,MCG,84-105,Essendon,3.81,1.312,Essendon,1
5358,2015,HA,3,2015-04-18 04:10:00+00:00,2015-04-18 14:10:00+10:00,Adelaide,Melbourne,Adelaide,80-55,Adelaide,1.082,9.75,Adelaide,1
5359,2015,HA,3,2015-04-18 06:35:00+00:00,2015-04-18 16:35:00+10:00,Sydney,GWS,SCG,111-90,Sydney,1.2,5.23,Sydney,1
5360,2015,HA,3,2015-04-18 09:20:00+00:00,2015-04-18 19:20:00+10:00,North Melbourne,Port Adelaide,Docklands,105-113,Port Adelaide,1.97,1.934,North Melbourne,0
5361,2015,HA,3,2015-04-18 09:20:00+00:00,2015-04-18 19:20:00+10:00,Brisbane,Richmond,Gabba,58-137,Richmond,2.82,1.492,Richmond,1
5362,2015,HA,3,2015-04-19 03:10:00+00:00,2015-04-19 13:10:00+10:00,Hawthorn,Western Bulldogs,Launceston,127-57,Hawthorn,1.06,12.25,Hawthorn,1
5363,2015,HA,3,2015-04-19 05:20:00+00:00,2015-04-19 15:20:00+10:00,Geelong,Gold Coast,Kardinia,105-96,Geelong,1.211,5.02,Geelong,1
5364,2015,HA,3,2015-04-19 06:40:00+00:00,2015-04-19 16:40:00+10:00,West Coast,Fremantle,Subiaco,81-111,Fremantle,4.42,1.253,Fremantle,1
5365,2015,HA,4,2015-04-24 09:50:00+00:00,2015-04-24 19:50:00+10:00,Richmond,Melbourne,MCG,51-83,Melbourne,1.333,3.64,Richmond,0
5366,2015,HA,4,2015-04-25 01:10:00+00:00,2015-04-25 11:10:00+10:00,St Kilda,Carlton,Wellington,81-121,Carlton,3.32,1.383,Carlton,1
5367,2015,HA,4,2015-04-25 04:40:00+00:00,2015-04-25 14:40:00+10:00,Essendon,Collingwood,MCG,49-69,Collingwood,1.526,2.71,Essendon,0
5368,2015,HA,4,2015-04-25 07:40:00+00:00,2015-04-25 17:40:00+10:00,GWS,Gold Coast,Manuka,119-53,GWS,1.384,3.31,GWS,1
5369,2015,HA,4,2015-04-25 09:40:00+00:00,2015-04-25 19:40:00+10:00,Port Adelaide,Hawthorn,Adelaide,99-91,Port Adelaide,2.59,1.564,Hawthorn,0
5370,2015,HA,4,2015-04-25 09:40:00+00:00,2015-04-25 19:40:00+10:00,Fremantle,Sydney,Subiaco,74-60,Fremantle,1.609,2.48,Fremantle,1
5371,2015,HA,4,2015-04-26 03:10:00+00:00,2015-04-26 13:10:00+10:00,Brisbane,West Coast,Gabba,65-118,West Coast,2.47,1.613,West Coast,1
5372,2015,HA,4,2015-04-26 05:20:00+00:00,2015-04-26 15:20:00+10:00,Geelong,North Melbourne,Kardinia,67-83,North Melbourne,2.31,1.689,North Melbourne,1
5373,2015,HA,4,2015-04-26 06:40:00+00:00,2015-04-26 16:40:00+10:00,Western Bulldogs,Adelaide,Docklands,125-68,Western Bulldogs,3.73,1.322,Adelaide,0
5374,2015,HA,5,2015-05-01 09:50:00+00:00,2015-05-01 19:50:00+10:00,Carlton,Collingwood,MCG,45-120,Collingwood,2.8,1.5,Collingwood,1
5375,2015,HA,5,2015-05-02 03:45:00+00:00,2015-05-02 13:45:00+10:00,Richmond,Geelong,MCG,76-85,Geelong,1.689,2.31,Richmond,0
5376,2015,HA,5,2015-05-02 04:10:00+00:00,2015-05-02 14:10:00+10:00,Sydney,Western Bulldogs,SCG,73-77,Western Bulldogs,1.17,5.89,Sydney,0
5377,2015,HA,5,2015-05-02 06:35:00+00:00,2015-05-02 16:35:00+10:00,Gold Coast,Brisbane,Gold Coast,118-54,Gold Coast,2.26,1.719,Brisbane,0
5378,2015,HA,5,2015-05-02 09:20:00+00:00,2015-05-02 19:20:00+10:00,North Melbourne,Hawthorn,Docklands,70-130,Hawthorn,3.81,1.312,Hawthorn,1
5379,2015,HA,5,2015-05-02 09:40:00+00:00,2015-05-02 19:40:00+10:00,West Coast,GWS,Subiaco,120-33,West Coast,1.74,2.22,West Coast,1
5380,2015,HA,5,2015-05-03 03:10:00+00:00,2015-05-03 13:10:00+10:00,Melbourne,Fremantle,MCG,50-118,Fremantle,6.48,1.149,Fremantle,1
5381,2015,HA,5,2015-05-03 05:20:00+00:00,2015-05-03 15:20:00+10:00,St Kilda,Essendon,Docklands,80-82,Essendon,5.83,1.172,Essendon,1
5382,2015,HA,5,2015-05-03 06:40:00+00:00,2015-05-03 16:40:00+10:00,Adelaide,Port Adelaide,Adelaide,91-115,Port Adelaide,2.29,1.699,Port Adelaide,1
5383,2015,HA,6,2015-05-08 09:50:00+00:00,2015-05-08 19:50:00+10:00,Collingwood,Geelong,MCG,59-100,Geelong,1.714,2.2,Collingwood,0
5384,2015,HA,6,2015-05-09 03:45:00+00:00,2015-05-09 13:45:00+10:00,North Melbourne,Richmond,Hobart,109-74,North Melbourne,1.476,2.77,North Melbourne,1
5385,2015,HA,6,2015-05-09 04:10:00+00:00,2015-05-09 14:10:00+10:00,Western Bulldogs,St Kilda,Docklands,87-94,St Kilda,1.285,3.84,Western Bulldogs,0
5386,2015,HA,6,2015-05-09 06:35:00+00:00,2015-05-09 16:35:00+10:00,GWS,Hawthorn,Showgrounds,108-98,GWS,4.09,1.259,Hawthorn,0
5387,2015,HA,6,2015-05-09 07:10:00+00:00,2015-05-09 17:10:00+10:00,Gold Coast,Adelaide,Gold Coast,78-119,Adelaide,6.18,1.14,Adelaide,1
5388,2015,HA,6,2015-05-09 09:10:00+00:00,2015-05-09 19:10:00+10:00,Fremantle,Essendon,Subiaco,80-52,Fremantle,1.268,4.0,Fremantle,1
5389,2015,HA,6,2015-05-09 09:20:00+00:00,2015-05-09 19:20:00+10:00,Melbourne,Sydney,MCG,50-88,Sydney,4.87,1.2,Sydney,1
5390,2015,HA,6,2015-05-10 05:20:00+00:00,2015-05-10 15:20:00+10:00,Carlton,Brisbane,Docklands,75-84,Brisbane,1.25,4.19,Carlton,0
5391,2015,HA,6,2015-05-10 06:40:00+00:00,2015-05-10 16:40:00+10:00,Port Adelaide,West Coast,Adelaide,68-78,West Coast,1.185,5.14,Port Adelaide,0
5392,2015,HA,7,2015-05-15 09:50:00+00:00,2015-05-15 19:50:00+10:00,Essendon,North Melbourne,Docklands,82-93,North Melbourne,3.22,1.4,North Melbourne,1
5393,2015,HA,7,2015-05-16 03:45:00+00:00,2015-05-16 13:45:00+10:00,Adelaide,St Kilda,Adelaide,119-73,Adelaide,1.232,4.69,Adelaide,1
5394,2015,HA,7,2015-05-16 04:10:00+00:00,2015-05-16 14:10:00+10:00,Hawthorn,Melbourne,MCG,155-50,Hawthorn,1.074,10.25,Hawthorn,1
5395,2015,HA,7,2015-05-16 06:35:00+00:00,2015-05-16 16:35:00+10:00,Carlton,GWS,Docklands,57-135,GWS,2.73,1.518,GWS,1
5396,2015,HA,7,2015-05-16 09:20:00+00:00,2015-05-16 19:20:00+10:00,Sydney,Geelong,Homebush,120-77,Sydney,1.208,5.08,Sydney,1
5397,2015,HA,7,2015-05-16 09:40:00+00:00,2015-05-16 19:40:00+10:00,West Coast,Gold Coast,Subiaco,135-43,West Coast,1.107,8.23,West Coast,1
5398,2015,HA,7,2015-05-17 03:10:00+00:00,2015-05-17 13:10:00+10:00,Western Bulldogs,Fremantle,Docklands,88-101,Fremantle,4.5,1.246,Fremantle,1
5399,2015,HA,7,2015-05-17 05:20:00+00:00,2015-05-17 15:20:00+10:00,Richmond,Collingwood,MCG,105-100,Richmond,2.04,1.869,Richmond,1
5400,2015,HA,7,2015-05-17 06:40:00+00:00,2015-05-17 16:40:00+10:00,Brisbane,Port Adelaide,Gabba,102-65,Brisbane,4.69,1.232,Port Adelaide,0
5401,2015,HA,8,2015-05-22 09:50:00+00:00,2015-05-22 19:50:00+10:00,Geelong,Carlton,Docklands,140-63,Geelong,1.238,4.61,Geelong,1
5402,2015,HA,8,2015-05-23 03:45:00+00:00,2015-05-23 13:45:00+10:00,St Kilda,West Coast,Docklands,78-131,West Coast,5.76,1.175,West Coast,1
5403,2015,HA,8,2015-05-23 04:10:00+00:00,2015-05-23 14:10:00+10:00,GWS,Adelaide,Showgrounds,108-84,GWS,1.558,2.61,GWS,1
5404,2015,HA,8,2015-05-23 06:35:00+00:00,2015-05-23 16:35:00+10:00,Gold Coast,Collingwood,Gold Coast,63-132,Collingwood,4.14,1.277,Collingwood,1
5405,2015,HA,8,2015-05-23 09:20:00+00:00,2015-05-23 19:20:00+10:00,Hawthorn,Sydney,MCG,69-73,Sydney,1.492,2.82,Hawthorn,0
5406,2015,HA,8,2015-05-23 09:40:00+00:00,2015-05-23 19:40:00+10:00,Fremantle,North Melbourne,Subiaco,115-42,Fremantle,1.217,4.93,Fremantle,1
5407,2015,HA,8,2015-05-24 03:10:00+00:00,2015-05-24 13:10:00+10:00,Essendon,Brisbane,Docklands,136-78,Essendon,1.224,4.82,Essendon,1
5408,2015,HA,8,2015-05-24 05:20:00+00:00,2015-05-24 15:20:00+10:00,Melbourne,Western Bulldogs,MCG,103-64,Melbourne,3.29,1.387,Western Bulldogs,0
5409,2015,HA,8,2015-05-24 06:40:00+00:00,2015-05-24 16:40:00+10:00,Port Adelaide,Richmond,Adelaide,43-76,Richmond,1.414,3.15,Port Adelaide,0
5410,2015,HA,9,2015-05-29 09:50:00+00:00,2015-05-29 19:50:00+10:00,Sydney,Carlton,SCG,122-62,Sydney,1.01,25.5,Sydney,1
5411,2015,HA,9,2015-05-30 03:45:00+00:00,2015-05-30 13:45:00+10:00,Hawthorn,Gold Coast,Launceston,93-40,Hawthorn,1.01,25.5,Hawthorn,1
5412,2015,HA,9,2015-05-30 04:10:00+00:00,2015-05-30 14:10:00+10:00,Melbourne,Port Adelaide,Alice Springs,54-115,Port Adelaide,2.86,1.48,Port Adelaide,1
5413,2015,HA,9,2015-05-30 06:35:00+00:00,2015-05-30 16:35:00+10:00,Western Bulldogs,GWS,Docklands,113-68,Western Bulldogs,2.84,1.487,GWS,0
5414,2015,HA,9,2015-05-30 09:20:00+00:00,2015-05-30 19:20:00+10:00,Richmond,Essendon,MCG,72-59,Richmond,1.847,2.07,Richmond,1
5415,2015,HA,9,2015-05-30 09:40:00+00:00,2015-05-30 19:40:00+10:00,Adelaide,Fremantle,Adelaide,57-68,Fremantle,3.69,1.327,Fremantle,1
5416,2015,HA,9,2015-05-31 03:10:00+00:00,2015-05-31 13:10:00+10:00,Brisbane,St Kilda,Gabba,86-108,St Kilda,1.628,2.44,Brisbane,0
5417,2015,HA,9,2015-05-31 05:20:00+00:00,2015-05-31 15:20:00+10:00,Collingwood,North Melbourne,MCG,112-95,Collingwood,1.8,2.13,Collingwood,1
5418,2015,HA,9,2015-05-31 06:40:00+00:00,2015-05-31 16:40:00+10:00,West Coast,Geelong,Subiaco,120-64,West Coast,1.5,2.8,West Coast,1
5419,2015,HA,10,2015-06-05 09:10:00+00:00,2015-06-05 19:10:00+10:00,Fremantle,Richmond,Subiaco,70-97,Richmond,1.254,4.4,Fremantle,0
5420,2015,HA,10,2015-06-06 03:40:00+00:00,2015-06-06 13:40:00+10:00,Carlton,Adelaide,MCG,90-99,Adelaide,3.23,1.398,Adelaide,1
5421,2015,HA,10,2015-06-06 06:35:00+00:00,2015-06-06 16:35:00+10:00,Gold Coast,Sydney,Gold Coast,41-93,Sydney,25.5,1.01,Sydney,1
5422,2015,HA,10,2015-06-06 09:20:00+00:00,2015-06-06 19:20:00+10:00,Essendon,Geelong,Docklands,53-122,Geelong,1.99,1.917,Essendon,0
5423,2015,HA,10,2015-06-06 09:40:00+00:00,2015-06-06 19:40:00+10:00,Port Adelaide,Western Bulldogs,Adelaide,100-62,Port Adelaide,1.253,4.42,Port Adelaide,1
5424,2015,HA,10,2015-06-07 03:10:00+00:00,2015-06-07 13:10:00+10:00,GWS,Brisbane,Showgrounds,97-67,GWS,1.01,25.5,GWS,1
5425,2015,HA,10,2015-06-07 05:20:00+00:00,2015-06-07 15:20:00+10:00,North Melbourne,West Coast,Hobart,85-75,North Melbourne,2.02,1.884,North Melbourne,1
5426,2015,HA,10,2015-06-07 06:40:00+00:00,2015-06-07 16:40:00+10:00,St Kilda,Hawthorn,Docklands,69-132,Hawthorn,25.5,1.01,Hawthorn,1
5427,2015,HA,10,2015-06-08 05:20:00+00:00,2015-06-08 15:20:00+10:00,Melbourne,Collingwood,MCG,85-110,Collingwood,3.89,1.303,Collingwood,1
5428,2015,HA,11,2015-06-12 09:50:00+00:00,2015-06-12 19:50:00+10:00,Port Adelaide,Geelong,Adelaide,69-92,Geelong,1.454,2.97,Port Adelaide,0
5429,2015,HA,11,2015-06-13 03:40:00+00:00,2015-06-13 13:40:00+10:00,Gold Coast,Fremantle,Gold Coast,46-53,Fremantle,25.5,1.01,Fremantle,1
5430,2015,HA,11,2015-06-13 06:35:00+00:00,2015-06-13 16:35:00+10:00,West Coast,Essendon,Subiaco,96-46,West Coast,1.152,6.38,West Coast,1
5431,2015,HA,11,2015-06-13 09:20:00+00:00,2015-06-13 19:20:00+10:00,North Melbourne,Sydney,Docklands,75-91,Sydney,2.59,1.568,Sydney,1
5432,2015,HA,11,2015-06-14 03:10:00+00:00,2015-06-14 13:10:00+10:00,Collingwood,GWS,MCG,119-77,Collingwood,1.74,2.22,Collingwood,1
5433,2015,HA,11,2015-06-14 06:40:00+00:00,2015-06-14 16:40:00+10:00,St Kilda,Melbourne,Docklands,85-83,St Kilda,1.684,2.32,St Kilda,1
5434,2015,HA,12,2015-06-18 09:50:00+00:00,2015-06-18 19:50:00+10:00,Adelaide,Hawthorn,Adelaide,85-114,Hawthorn,3.18,1.408,Hawthorn,1
5435,2015,HA,12,2015-06-19 09:50:00+00:00,2015-06-19 19:50:00+10:00,Richmond,West Coast,MCG,70-90,West Coast,1.862,2.05,Richmond,0
5436,2015,HA,12,2015-06-20 03:40:00+00:00,2015-06-20 13:40:00+10:00,Carlton,Port Adelaide,MCG,110-106,Carlton,3.12,1.42,Port Adelaide,0
5437,2015,HA,12,2015-06-20 06:35:00+00:00,2015-06-20 16:35:00+10:00,GWS,North Melbourne,Showgrounds,61-117,North Melbourne,3.21,1.403,North Melbourne,1
5438,2015,HA,12,2015-06-20 09:20:00+00:00,2015-06-20 19:20:00+10:00,Western Bulldogs,Brisbane,Docklands,146-74,Western Bulldogs,1.303,3.89,Western Bulldogs,1
5439,2015,HA,12,2015-06-21 05:20:00+00:00,2015-06-21 15:20:00+10:00,Geelong,Melbourne,Kardinia,89-113,Melbourne,1.151,6.41,Geelong,0
5440,2015,HA,13,2015-06-25 09:10:00+00:00,2015-06-25 19:10:00+10:00,Fremantle,Collingwood,Subiaco,80-73,Fremantle,1.322,3.73,Fremantle,1
5441,2015,HA,13,2015-06-26 09:50:00+00:00,2015-06-26 19:50:00+10:00,Sydney,Richmond,SCG,77-95,Richmond,1.344,3.56,Sydney,0
5442,2015,HA,13,2015-06-27 03:40:00+00:00,2015-06-27 13:40:00+10:00,Hawthorn,Essendon,MCG,114-76,Hawthorn,1.01,25.5,Hawthorn,1
5443,2015,HA,13,2015-06-27 06:35:00+00:00,2015-06-27 16:35:00+10:00,Brisbane,Adelaide,Gabba,69-82,Adelaide,3.44,1.363,Adelaide,1
5444,2015,HA,13,2015-06-27 09:20:00+00:00,2015-06-27 19:20:00+10:00,St Kilda,Western Bulldogs,Docklands,56-62,Western Bulldogs,2.55,1.581,Western Bulldogs,1
5445,2015,HA,13,2015-06-28 05:20:00+00:00,2015-06-28 15:20:00+10:00,Carlton,Gold Coast,Docklands,103-69,Carlton,1.421,3.11,Carlton,1
5446,2015,HA,14,2015-07-02 09:20:00+00:00,2015-07-02 19:20:00+10:00,Sydney,Port Adelaide,SCG,94-84,Sydney,1.492,2.82,Sydney,1
5447,2015,HA,14,2015-07-03 09:50:00+00:00,2015-07-03 19:50:00+10:00,Collingwood,Hawthorn,MCG,91-101,Hawthorn,3.64,1.333,Hawthorn,1
5448,2015,HA,14,2015-07-04 03:40:00+00:00,2015-07-04 13:40:00+10:00,Richmond,GWS,MCG,78-69,Richmond,1.194,5.35,Richmond,1
5449,2015,HA,14,2015-07-04 06:35:00+00:00,2015-07-04 16:35:00+10:00,Gold Coast,North Melbourne,Gold Coast,125-70,Gold Coast,3.81,1.312,North Melbourne,0
5450,2015,HA,14,2015-07-04 09:20:00+00:00,2015-07-04 19:20:00+10:00,Western Bulldogs,Carlton,Docklands,64-53,Western Bulldogs,1.384,3.31,Western Bulldogs,1
5451,2015,HA,14,2015-07-04 09:40:00+00:00,2015-07-04 19:40:00+10:00,Melbourne,West Coast,Darwin,60-114,West Coast,4.73,1.229,West Coast,1
5452,2015,HA,14,2015-07-05 03:10:00+00:00,2015-07-05 13:10:00+10:00,Essendon,St Kilda,Docklands,52-162,St Kilda,1.8,2.13,Essendon,0
5453,2015,HA,14,2015-07-05 05:20:00+00:00,2015-07-05 15:20:00+10:00,Adelaide,Geelong,Adelaide,0-0,Draw,,,Adelaide,1
5454,2015,HA,14,2015-07-05 06:40:00+00:00,2015-07-05 16:40:00+10:00,Fremantle,Brisbane,Subiaco,84-48,Fremantle,1.01,25.5,Fremantle,1
5455,2015,HA,15,2015-07-09 09:50:00+00:00,2015-07-09 19:50:00+10:00,Port Adelaide,Collingwood,Adelaide,66-63,Port Adelaide,1.826,2.1,Port Adelaide,1
5456,2015,HA,15,2015-07-10 09:50:00+00:00,2015-07-10 19:50:00+10:00,Richmond,Carlton,MCG,71-41,Richmond,1.317,3.77,Richmond,1
5457,2015,HA,15,2015-07-11 03:40:00+00:00,2015-07-11 13:40:00+10:00,Essendon,Melbourne,MCG,69-60,Essendon,2.76,1.51,Melbourne,0
5458,2015,HA,15,2015-07-11 06:35:00+00:00,2015-07-11 16:35:00+10:00,Western Bulldogs,Gold Coast,Cairns,95-73,Western Bulldogs,1.628,2.44,Western Bulldogs,1
