ID,Year,Competition,Round,GameTimeUTC,GameTimeLocal,HomeTeam,AwayTeam,Ground,Score,Result,HomeOdds,AwayOdds,TipstersPick,TipOutcome
6719,2021,HA,5,2021-04-16 10:10:00+00:00,2021-04-16 20:10:00+10:00,West Coast,Collingwood,Perth,103-76,West Coast,1.33,3.5,West Coast,1
6720,2021,HA,5,2021-04-17 06:35:00+00:00,2021-04-17 16:35:00+10:00,Western Bulldogs,Gold Coast,Docklands,118-56,Western Bulldogs,1.12,6.75,Western Bulldogs,1
6721,2021,HA,5,2021-04-17 06:35:00+00:00,2021-04-17 16:35:00+10:00,Sydney,GWS,SCG,69-71,GWS,1.4,3.1,Sydney,0
6722,2021,HA,5,2021-04-17 09:25:00+00:00,2021-04-17 19:25:00+10:00,Carlton,Port Adelaide,MCG,68-96,Port Adelaide,2.0,1.85,Carlton,0
6723,2021,HA,5,2021-04-17 09:25:00+00:00,2021-04-17 19:25:00+10:00,Brisbane,Essendon,Gabba,102-45,Brisbane,1.25,4.15,Brisbane,1
6724,2021,HA,5,2021-04-18 03:10:00+00:00,2021-04-18 13:10:00+10:00,Adelaide,Fremantle,Adelaide,72-84,Fremantle,1.83,2.02,Adelaide,0
6725,2021,HA,5,2021-04-18 05:20:00+00:00,2021-04-18 15:20:00+10:00,Hawthorn,Melbourne,MCG,54-104,Melbourne,3.7,1.3,Melbourne,1
6726,2021,HA,5,2021-04-18 06:40:00+00:00,2021-04-18 16:40:00+10:00,Geelong,North Melbourne,Kardinia,77-47,Geelong,1.03,15.0,Geelong,1
6727,2021,HA,6,2021-04-23 09:50:00+00:00,2021-04-23 19:50:00+10:00,GWS,Western Bulldogs,Manuka,65-104,Western Bulldogs,3.85,1.28,Western Bulldogs,1
6728,2021,HA,6,2021-04-24 03:45:00+00:00,2021-04-24 13:45:00+10:00,Geelong,West Coast,Kardinia,136-39,Geelong,1.36,3.3,Geelong,1
6729,2021,HA,6,2021-04-24 03:45:00+00:00,2021-04-24 13:45:00+10:00,Gold Coast,Sydney,Gold Coast,100-60,Gold Coast,2.4,1.6,Sydney,0
6730,2021,HA,6,2021-04-24 06:35:00+00:00,2021-04-24 16:35:00+10:00,Carlton,Brisbane,Docklands,85-103,Brisbane,2.25,1.68,Carlton,0
6731,2021,HA,6,2021-04-24 09:25:00+00:00,2021-04-24 19:25:00+10:00,Melbourne,Richmond,MCG,82-48,Melbourne,2.35,1.63,Richmond,0
6732,2021,HA,6,2021-04-24 10:15:00+00:00,2021-04-24 20:15:00+10:00,Fremantle,North Melbourne,Perth,99-48,Fremantle,1.08,9.0,Fremantle,1
6733,2021,HA,6,2021-04-25 02:30:00+00:00,2021-04-25 12:30:00+10:00,Hawthorn,Adelaide,Launceston,102-99,Hawthorn,1.5,2.68,Hawthorn,1
6734,2021,HA,6,2021-04-25 05:20:00+00:00,2021-04-25 15:20:00+10:00,Collingwood,Essendon,MCG,85-109,Essendon,1.75,2.15,Collingwood,0
6735,2021,HA,6,2021-04-25 08:40:00+00:00,2021-04-25 18:40:00+10:00,Port Adelaide,St Kilda,Adelaide,93-39,Port Adelaide,1.22,4.5,Port Adelaide,1
6736,2021,HA,7,2021-04-30 09:50:00+00:00,2021-04-30 19:50:00+10:00,Richmond,Western Bulldogs,MCG,77-55,Richmond,2.62,1.52,Western Bulldogs,0
6737,2021,HA,7,2021-05-01 03:45:00+00:00,2021-05-01 13:45:00+10:00,Collingwood,Gold Coast,MCG,55-79,Gold Coast,1.52,2.62,Collingwood,0
6738,2021,HA,7,2021-05-01 04:10:00+00:00,2021-05-01 14:10:00+10:00,Adelaide,GWS,Adelaide,39-106,GWS,1.97,1.87,Adelaide,0
6739,2021,HA,7,2021-05-01 06:35:00+00:00,2021-05-01 16:35:00+10:00,St Kilda,Hawthorn,Docklands,128-59,St Kilda,1.48,2.75,St Kilda,1
6740,2021,HA,7,2021-05-01 09:25:00+00:00,2021-05-01 19:25:00+10:00,Brisbane,Port Adelaide,Gabba,93-44,Brisbane,1.75,2.15,Brisbane,1
6741,2021,HA,7,2021-05-01 09:25:00+00:00,2021-05-01 19:25:00+10:00,Sydney,Geelong,SCG,90-88,Sydney,2.62,1.52,Geelong,0
6742,2021,HA,7,2021-05-02 03:10:00+00:00,2021-05-02 13:10:00+10:00,North Melbourne,Melbourne,Hobart,73-103,Melbourne,15.0,1.03,Melbourne,1
6743,2021,HA,7,2021-05-02 05:20:00+00:00,2021-05-02 15:20:00+10:00,Essendon,Carlton,MCG,107-123,Carlton,2.1,1.77,Carlton,1
6744,2021,HA,7,2021-05-02 06:40:00+00:00,2021-05-02 16:40:00+10:00,West Coast,Fremantle,Perth,132-73,West Coast,1.93,1.93,West Coast,1
6745,2021,HA,8,2021-05-07 09:50:00+00:00,2021-05-07 19:50:00+10:00,Richmond,Geelong,MCG,63-126,Geelong,1.7,2.22,Richmond,0
6746,2021,HA,8,2021-05-08 03:45:00+00:00,2021-05-08 13:45:00+10:00,Gold Coast,St Kilda,Gold Coast,54-63,St Kilda,1.83,2.02,Gold Coast,0
6747,2021,HA,8,2021-05-08 04:10:00+00:00,2021-05-08 14:10:00+10:00,GWS,Essendon,Showground,107-105,GWS,1.42,3.0,GWS,1
6748,2021,HA,8,2021-05-08 06:35:00+00:00,2021-05-08 16:35:00+10:00,North Melbourne,Collingwood,Docklands,76-94,Collingwood,3.5,1.33,Collingwood,1
6749,2021,HA,8,2021-05-08 09:25:00+00:00,2021-05-08 19:25:00+10:00,Melbourne,Sydney,MCG,67-58,Melbourne,1.28,3.85,Melbourne,1
6750,2021,HA,8,2021-05-08 09:40:00+00:00,2021-05-08 19:40:00+10:00,Port Adelaide,Adelaide,Adelaide,87-38,Port Adelaide,1.2,4.8,Port Adelaide,1
6751,2021,HA,8,2021-05-09 03:10:00+00:00,2021-05-09 13:10:00+10:00,Hawthorn,West Coast,MCG,60-98,West Coast,2.35,1.63,West Coast,1
6752,2021,HA,8,2021-05-09 05:20:00+00:00,2021-05-09 15:20:00+10:00,Western Bulldogs,Carlton,Docklands,107-91,Western Bulldogs,1.35,3.35,Western Bulldogs,1
6753,2021,HA,8,2021-05-09 06:40:00+00:00,2021-05-09 16:40:00+10:00,Brisbane,Fremantle,Gabba,95-71,Brisbane,1.19,5.0,Brisbane,1
6754,2021,HA,9,2021-05-14 09:50:00+00:00,2021-05-14 19:50:00+10:00,St Kilda,Geelong,Docklands,47-68,Geelong,3.7,1.3,Geelong,1
6755,2021,HA,9,2021-05-15 03:45:00+00:00,2021-05-15 13:45:00+10:00,Sydney,Collingwood,SCG,72-42,Sydney,1.27,4.0,Sydney,1
6756,2021,HA,9,2021-05-15 04:10:00+00:00,2021-05-15 14:10:00+10:00,Hawthorn,North Melbourne,Launceston,80-87,North Melbourne,1.33,3.5,Hawthorn,0
6757,2021,HA,9,2021-05-15 06:35:00+00:00,2021-05-15 16:35:00+10:00,Gold Coast,Brisbane,Gold Coast,51-124,Brisbane,3.7,1.3,Brisbane,1
6758,2021,HA,9,2021-05-15 09:25:00+00:00,2021-05-15 19:25:00+10:00,Richmond,GWS,Docklands,87-83,Richmond,1.45,2.85,Richmond,1
6759,2021,HA,9,2021-05-15 09:40:00+00:00,2021-05-15 19:40:00+10:00,Port Adelaide,Western Bulldogs,Adelaide,77-96,Western Bulldogs,1.6,2.4,Port Adelaide,0
6760,2021,HA,9,2021-05-16 03:10:00+00:00,2021-05-16 13:10:00+10:00,Essendon,Fremantle,Docklands,68-61,Essendon,1.7,2.22,Essendon,1
6761,2021,HA,9,2021-05-16 05:20:00+00:00,2021-05-16 15:20:00+10:00,Melbourne,Carlton,MCG,94-68,Melbourne,1.38,3.2,Melbourne,1
6762,2021,HA,9,2021-05-16 06:40:00+00:00,2021-05-16 16:40:00+10:00,West Coast,Adelaide,Perth,106-76,West Coast,1.1,8.0,West Coast,1
6763,2021,HA,10,2021-05-21 09:50:00+00:00,2021-05-21 19:50:00+10:00,Brisbane,Richmond,Gabba,102-74,Brisbane,1.38,3.2,Brisbane,1
6764,2021,HA,10,2021-05-22 03:45:00+00:00,2021-05-22 13:45:00+10:00,Carlton,Hawthorn,MCG,86-63,Carlton,1.33,3.5,Carlton,1
6765,2021,HA,10,2021-05-22 04:10:00+00:00,2021-05-22 14:10:00+10:00,Geelong,Gold Coast,Kardinia,91-57,Geelong,1.08,9.0,Geelong,1
6766,2021,HA,10,2021-05-22 06:35:00+00:00,2021-05-22 16:35:00+10:00,Adelaide,Melbourne,Adelaide,96-95,Adelaide,4.0,1.27,Melbourne,0
6767,2021,HA,10,2021-05-22 09:25:00+00:00,2021-05-22 19:25:00+10:00,Western Bulldogs,St Kilda,Docklands,144-33,Western Bulldogs,1.3,3.7,Western Bulldogs,1
6768,2021,HA,10,2021-05-22 09:40:00+00:00,2021-05-22 19:40:00+10:00,Fremantle,Sydney,Perth,86-84,Fremantle,1.93,1.93,Fremantle,1
6769,2021,HA,10,2021-05-23 03:10:00+00:00,2021-05-23 13:10:00+10:00,GWS,West Coast,Showground,93-77,GWS,2.15,1.75,GWS,1
6770,2021,HA,10,2021-05-23 05:20:00+00:00,2021-05-23 15:20:00+10:00,Collingwood,Port Adelaide,MCG,58-59,Port Adelaide,2.68,1.5,Port Adelaide,1
6771,2021,HA,10,2021-05-23 06:40:00+00:00,2021-05-23 16:40:00+10:00,Essendon,North Melbourne,Docklands,141-69,Essendon,1.3,3.7,Essendon,1
6772,2021,HA,11,2021-05-28 09:50:00+00:00,2021-05-28 19:50:00+10:00,Western Bulldogs,Melbourne,Docklands,59-87,Melbourne,1.68,2.25,Western Bulldogs,0
6773,2021,HA,11,2021-05-29 03:45:00+00:00,2021-05-29 13:45:00+10:00,Collingwood,Geelong,MCG,51-61,Geelong,3.5,1.33,Geelong,1
6774,2021,HA,11,2021-05-29 04:10:00+00:00,2021-05-29 14:10:00+10:00,Brisbane,GWS,Gabba,129-65,Brisbane,1.22,4.5,Brisbane,1
6775,2021,HA,11,2021-05-29 06:35:00+00:00,2021-05-29 16:35:00+10:00,St Kilda,North Melbourne,Docklands,88-68,St Kilda,1.28,3.85,St Kilda,1
6776,2021,HA,11,2021-05-29 09:40:00+00:00,2021-05-29 19:40:00+10:00,West Coast,Essendon,Perth,71-87,Essendon,1.28,3.85,West Coast,0
6777,2021,HA,11,2021-05-29 09:40:00+00:00,2021-05-29 19:40:00+10:00,Gold Coast,Hawthorn,SCG,113-76,Gold Coast,1.52,2.62,Gold Coast,1
6778,2021,HA,11,2021-05-30 04:10:00+00:00,2021-05-30 14:10:00+10:00,Richmond,Adelaide,Showground,111-83,Richmond,1.25,4.15,Richmond,1
6779,2021,HA,11,2021-05-30 05:20:00+00:00,2021-05-30 15:20:00+10:00,Sydney,Carlton,SCG,100-78,Sydney,1.52,2.62,Sydney,1
6780,2021,HA,11,2021-05-30 07:20:00+00:00,2021-05-30 17:20:00+10:00,Port Adelaide,Fremantle,Adelaide,115-69,Port Adelaide,1.28,3.85,Port Adelaide,1
6781,2021,HA,12,2021-06-04 09:50:00+00:00,2021-06-04 19:50:00+10:00,Melbourne,Brisbane,Showground,97-75,Melbourne,2.18,1.72,Brisbane,0
6782,2021,HA,12,2021-06-05 03:45:00+00:00,2021-06-05 13:45:00+10:00,Sydney,St Kilda,SCG,92-83,Sydney,1.28,3.85,Sydney,1
6783,2021,HA,12,2021-06-05 06:35:00+00:00,2021-06-05 16:35:00+10:00,Adelaide,Collingwood,Adelaide,73-78,Collingwood,1.45,2.85,Adelaide,0
6784,2021,HA,12,2021-06-05 09:40:00+00:00,2021-06-05 19:40:00+10:00,Essendon,Richmond,Perth,84-123,Richmond,2.85,1.45,Richmond,1
6785,2021,HA,12,2021-06-06 05:20:00+00:00,2021-06-06 15:20:00+10:00,Carlton,West Coast,SCG,73-95,West Coast,1.48,2.75,Carlton,0
6786,2021,HA,12,2021-06-06 08:40:00+00:00,2021-06-06 18:40:00+10:00,Fremantle,Western Bulldogs,Perth,65-93,Western Bulldogs,3.1,1.4,Western Bulldogs,1
6787,2021,HA,13,2021-06-10 09:40:00+00:00,2021-06-10 19:40:00+10:00,Port Adelaide,Geelong,Adelaide,91-112,Geelong,2.05,1.8,Port Adelaide,0
6788,2021,HA,13,2021-06-11 09:50:00+00:00,2021-06-11 19:50:00+10:00,Sydney,Hawthorn,SCG,51-89,Hawthorn,1.2,4.8,Sydney,0
6789,2021,HA,13,2021-06-12 06:15:00+00:00,2021-06-12 16:15:00+10:00,Fremantle,Gold Coast,Perth,76-49,Fremantle,1.87,1.97,Fremantle,1
6790,2021,HA,13,2021-06-12 09:25:00+00:00,2021-06-12 19:25:00+10:00,St Kilda,Adelaide,Cairns,60-66,Adelaide,1.72,2.18,St Kilda,0
6791,2021,HA,13,2021-06-13 05:20:00+00:00,2021-06-13 15:20:00+10:00,North Melbourne,GWS,Hobart,94-94,Draw,3.5,1.33,GWS,1
6792,2021,HA,13,2021-06-13 09:20:00+00:00,2021-06-13 19:20:00+10:00,West Coast,Richmond,Perth,85-81,West Coast,2.15,1.75,West Coast,1
6793,2021,HA,13,2021-06-14 05:20:00+00:00,2021-06-14 15:20:00+10:00,Melbourne,Collingwood,SCG,63-80,Collingwood,1.2,4.8,Melbourne,0
6794,2021,HA,14,2021-06-18 09:50:00+00:00,2021-06-18 19:50:00+10:00,Geelong,Western Bulldogs,Kardinia,83-78,Geelong,1.56,2.5,Geelong,1
6795,2021,HA,14,2021-06-19 03:45:00+00:00,2021-06-19 13:45:00+10:00,Gold Coast,Port Adelaide,Gold Coast,31-81,Port Adelaide,3.1,1.4,Port Adelaide,1
6796,2021,HA,14,2021-06-19 06:35:00+00:00,2021-06-19 16:35:00+10:00,North Melbourne,Brisbane,Hobart,45-68,Brisbane,6.0,1.15,Brisbane,1
6797,2021,HA,14,2021-06-19 09:25:00+00:00,2021-06-19 19:25:00+10:00,GWS,Carlton,Showground,102-66,GWS,1.63,2.35,Carlton,0
6798,2021,HA,14,2021-06-20 05:20:00+00:00,2021-06-20 15:20:00+10:00,Hawthorn,Essendon,Launceston,73-86,Essendon,2.35,1.63,Essendon,1
6799,2021,HA,15,2021-06-24 09:30:00+00:00,2021-06-24 19:30:00+10:00,Brisbane,Geelong,Gabba,94-50,Brisbane,1.75,2.15,Brisbane,1
6800,2021,HA,15,2021-06-25 09:50:00+00:00,2021-06-25 19:50:00+10:00,Richmond,St Kilda,MCG,22-62,St Kilda,1.19,5.0,Richmond,0
6801,2021,HA,15,2021-06-26 03:45:00+00:00,2021-06-26 13:45:00+10:00,North Melbourne,Gold Coast,Hobart,72-63,North Melbourne,1.8,2.05,North Melbourne,1
6802,2021,HA,15,2021-06-26 03:45:00+00:00,2021-06-26 13:45:00+10:00,Collingwood,Fremantle,Docklands,79-91,Fremantle,1.6,2.4,Collingwood,0
6803,2021,HA,15,2021-06-26 06:35:00+00:00,2021-06-26 16:35:00+10:00,Port Adelaide,Sydney,Adelaide,81-71,Port Adelaide,1.4,3.1,Port Adelaide,1
6804,2021,HA,15,2021-06-26 09:25:00+00:00,2021-06-26 19:25:00+10:00,Essendon,Melbourne,MCG,57-68,Melbourne,4.0,1.27,Melbourne,1
6805,2021,HA,15,2021-06-27 03:10:00+00:00,2021-06-27 13:10:00+10:00,GWS,Hawthorn,MCG,72-90,Hawthorn,1.54,2.55,GWS,0
6806,2021,HA,15,2021-06-27 05:20:00+00:00,2021-06-27 15:20:00+10:00,West Coast,Western Bulldogs,Perth,43-98,Western Bulldogs,1.75,2.15,West Coast,0
6807,2021,HA,15,2021-06-27 06:10:00+00:00,2021-06-27 16:10:00+10:00,Carlton,Adelaide,Docklands,83-73,Carlton,1.48,2.75,Carlton,1
6808,2021,HA,16,2021-07-01 09:20:00+00:00,2021-07-01 19:20:00+10:00,Gold Coast,Richmond,Docklands,77-67,Gold Coast,4.5,1.22,Richmond,0
6809,2021,HA,16,2021-07-02 09:50:00+00:00,2021-07-02 19:50:00+10:00,Geelong,Essendon,Kardinia,98-57,Geelong,1.24,4.25,Geelong,1
6810,2021,HA,16,2021-07-03 03:45:00+00:00,2021-07-03 13:45:00+10:00,Melbourne,GWS,MCG,55-64,GWS,1.24,4.25,Melbourne,0
6811,2021,HA,16,2021-07-03 06:35:00+00:00,2021-07-03 16:35:00+10:00,Adelaide,Brisbane,Adelaide,59-111,Brisbane,3.75,1.28,Brisbane,1
6812,2021,HA,16,2021-07-03 09:40:00+00:00,2021-07-03 19:40:00+10:00,Fremantle,Carlton,MCG,64-80,Carlton,1.97,1.87,Carlton,1
6813,2021,HA,16,2021-07-03 09:40:00+00:00,2021-07-03 19:40:00+10:00,Hawthorn,Port Adelaide,Docklands,53-87,Port Adelaide,3.1,1.4,Port Adelaide,1
6814,2021,HA,16,2021-07-04 03:10:00+00:00,2021-07-04 13:10:00+10:00,Sydney,West Coast,Kardinia,118-26,Sydney,1.83,2.02,Sydney,1
6815,2021,HA,16,2021-07-04 05:20:00+00:00,2021-07-04 15:20:00+10:00,Collingwood,St Kilda,MCG,61-70,St Kilda,1.93,1.93,Collingwood,0
6816,2021,HA,16,2021-07-04 06:40:00+00:00,2021-07-04 16:40:00+10:00,Western Bulldogs,North Melbourne,Docklands,108-79,Western Bulldogs,1.06,10.5,Western Bulldogs,1
6817,2021,HA,17,2021-07-08 09:40:00+00:00,2021-07-08 19:40:00+10:00,Port Adelaide,Melbourne,Adelaide,55-86,Melbourne,1.7,2.22,Port Adelaide,0
6818,2021,HA,17,2021-07-09 09:50:00+00:00,2021-07-09 19:50:00+10:00,Essendon,Adelaide,Docklands,84-21,Essendon,1.25,4.15,Essendon,1
6819,2021,HA,17,2021-07-10 03:45:00+00:00,2021-07-10 13:45:00+10:00,Hawthorn,Fremantle,Launceston,46-108,Fremantle,2.45,1.58,Fremantle,1
6820,2021,HA,17,2021-07-10 06:35:00+00:00,2021-07-10 16:35:00+10:00,Carlton,Geelong,MCG,44-70,Geelong,3.5,1.33,Geelong,1
6821,2021,HA,17,2021-07-10 09:25:00+00:00,2021-07-10 19:25:00+10:00,Brisbane,St Kilda,Gold Coast,63-95,St Kilda,1.2,4.8,Brisbane,0
6822,2021,HA,17,2021-07-11 02:40:00+00:00,2021-07-11 12:40:00+10:00,GWS,Gold Coast,Ballarat,64-65,Gold Coast,1.38,3.2,GWS,0
6823,2021,HA,17,2021-07-11 05:20:00+00:00,2021-07-11 15:20:00+10:00,Western Bulldogs,Sydney,Docklands,60-79,Sydney,1.33,3.5,Western Bulldogs,0
6824,2021,HA,17,2021-07-11 06:10:00+00:00,2021-07-11 16:10:00+10:00,Richmond,Collingwood,MCG,71-87,Collingwood,1.68,2.25,Richmond,0
6825,2021,HA,17,2021-07-12 09:40:00+00:00,2021-07-12 19:40:00+10:00,West Coast,North Melbourne,Perth,60-70,North Melbourne,1.19,5.0,West Coast,0
6826,2021,HA,18,2021-07-15 10:10:00+00:00,2021-07-15 20:10:00+10:00,Fremantle,Geelong,Perth,31-100,Geelong,2.18,1.72,Geelong,1
6827,2021,HA,18,2021-07-16 10:05:00+00:00,2021-07-16 20:05:00+10:00,Richmond,Brisbane,Gold Coast,106-86,Richmond,3.0,1.42,Brisbane,0
6828,2021,HA,18,2021-07-17 03:45:00+00:00,2021-07-17 13:45:00+10:00,St Kilda,Port Adelaide,Docklands,61-74,Port Adelaide,1.77,2.1,St Kilda,0
6829,2021,HA,18,2021-07-17 06:35:00+00:00,2021-07-17 16:35:00+10:00,Gold Coast,Western Bulldogs,Gold Coast,79-90,Western Bulldogs,4.15,1.25,Western Bulldogs,1
6830,2021,HA,18,2021-07-17 09:25:00+00:00,2021-07-17 19:25:00+10:00,Melbourne,Hawthorn,MCG,79-79,Draw,1.08,9.0,Melbourne,1
6831,2021,HA,18,2021-07-18 02:35:00+00:00,2021-07-18 12:35:00+10:00,North Melbourne,Essendon,Gold Coast,74-92,Essendon,3.85,1.28,Essendon,1
6832,2021,HA,18,2021-07-18 05:20:00+00:00,2021-07-18 15:20:00+10:00,Collingwood,Carlton,MCG,62-91,Carlton,1.83,2.02,Carlton,1
6833,2021,HA,18,2021-07-18 06:40:00+00:00,2021-07-18 16:40:00+10:00,Adelaide,West Coast,Adelaide,56-98,West Coast,2.05,1.8,Adelaide,0
6834,2021,HA,18,2021-07-18 08:10:00+00:00,2021-07-18 18:10:00+10:00,GWS,Sydney,Gold Coast,72-98,Sydney,2.68,1.5,Sydney,1
6835,2021,HA,19,2021-07-23 09:10:00+00:00,2021-07-23 19:10:00+10:00,Port Adelaide,Collingwood,Docklands,97-69,Port Adelaide,1.22,4.5,Port Adelaide,1
6836,2021,HA,19,2021-07-24 03:45:00+00:00,2021-07-24 13:45:00+10:00,Carlton,North Melbourne,Docklands,77-116,North Melbourne,1.58,2.45,Carlton,0
6837,2021,HA,19,2021-07-24 05:10:00+00:00,2021-07-24 15:10:00+10:00,Brisbane,Gold Coast,Gabba,120-71,Brisbane,1.2,4.8,Brisbane,1
6838,2021,HA,19,2021-07-24 06:35:00+00:00,2021-07-24 16:35:00+10:00,West Coast,St Kilda,Perth,94-86,West Coast,1.42,3.0,West Coast,1
6839,2021,HA,19,2021-07-24 09:25:00+00:00,2021-07-24 19:25:00+10:00,Melbourne,Western Bulldogs,MCG,65-85,Western Bulldogs,1.72,2.18,Melbourne,0
6840,2021,HA,19,2021-07-24 09:40:00+00:00,2021-07-24 19:40:00+10:00,Adelaide,Hawthorn,Docklands,102-83,Adelaide,2.35,1.63,Hawthorn,0
6841,2021,HA,19,2021-07-25 02:30:00+00:00,2021-07-25 12:30:00+10:00,Sydney,Fremantle,Gold Coast,98-58,Sydney,1.33,3.5,Sydney,1
6842,2021,HA,19,2021-07-25 05:20:00+00:00,2021-07-25 15:20:00+10:00,Geelong,Richmond,MCG,95-57,Geelong,1.36,3.3,Geelong,1
6843,2021,HA,19,2021-07-25 08:10:00+00:00,2021-07-25 18:10:00+10:00,Essendon,GWS,Gold Coast,53-66,GWS,1.68,2.25,Essendon,0
6844,2021,HA,20,2021-07-30 09:50:00+00:00,2021-07-30 19:50:00+10:00,St Kilda,Carlton,Docklands,81-112,Carlton,1.54,2.55,Carlton,1
6845,2021,HA,20,2021-07-31 02:20:00+00:00,2021-07-31 12:20:00+10:00,Western Bulldogs,Adelaide,Ballarat,105-56,Western Bulldogs,1.08,9.0,Western Bulldogs,1
6846,2021,HA,20,2021-07-31 03:15:00+00:00,2021-07-31 13:15:00+10:00,North Melbourne,Geelong,Hobart,42-62,Geelong,6.25,1.14,Geelong,1
6847,2021,HA,20,2021-07-31 06:15:00+00:00,2021-07-31 16:15:00+10:00,Collingwood,West Coast,MCG,90-45,Collingwood,2.18,1.72,West Coast,0
6848,2021,HA,20,2021-08-01 02:10:00+00:00,2021-08-01 12:10:00+10:00,Gold Coast,Melbourne,Docklands,30-128,Melbourne,5.2,1.18,Melbourne,1
6849,2021,HA,20,2021-08-01 04:10:00+00:00,2021-08-01 14:10:00+10:00,Hawthorn,Brisbane,Launceston,92-80,Hawthorn,5.2,1.18,Brisbane,0
6850,2021,HA,20,2021-08-01 05:10:00+00:00,2021-08-01 15:10:00+10:00,Essendon,Sydney,MCG,102-109,Sydney,2.68,1.5,Sydney,1
6851,2021,HA,20,2021-08-01 07:10:00+00:00,2021-08-01 17:10:00+10:00,Fremantle,Richmond,Perth,55-51,Fremantle,2.35,1.63,Richmond,0
6852,2021,HA,20,2021-08-01 08:10:00+00:00,2021-08-01 18:10:00+10:00,GWS,Port Adelaide,Docklands,73-100,Port Adelaide,2.75,1.48,Port Adelaide,1
6853,2021,HA,21,2021-08-06 09:50:00+00:00,2021-08-06 19:50:00+10:00,Geelong,GWS,Kardinia,65-84,GWS,1.1,8.0,Geelong,0
6854,2021,HA,21,2021-08-07 03:45:00+00:00,2021-08-07 13:45:00+10:00,Carlton,Gold Coast,Docklands,57-76,Gold Coast,1.28,3.85,Carlton,0
6855,2021,HA,21,2021-08-07 06:35:00+00:00,2021-08-07 16:35:00+10:00,Richmond,North Melbourne,MCG,89-56,Richmond,1.48,2.75,Richmond,1
6856,2021,HA,21,2021-08-07 09:40:00+00:00,2021-08-07 19:40:00+10:00,Adelaide,Port Adelaide,Adelaide,51-55,Port Adelaide,7.25,1.11,Port Adelaide,1
6857,2021,HA,21,2021-08-07 09:40:00+00:00,2021-08-07 19:40:00+10:00,St Kilda,Sydney,Docklands,93-64,St Kilda,3.3,1.36,Sydney,0
6858,2021,HA,21,2021-08-08 04:10:00+00:00,2021-08-08 14:10:00+10:00,Hawthorn,Collingwood,Launceston,97-78,Hawthorn,2.3,1.65,Collingwood,0
6859,2021,HA,21,2021-08-08 05:20:00+00:00,2021-08-08 15:20:00+10:00,Western Bulldogs,Essendon,Docklands,84-97,Essendon,1.22,4.5,Western Bulldogs,0
6860,2021,HA,21,2021-08-08 07:10:00+00:00,2021-08-08 17:10:00+10:00,Fremantle,Brisbane,Perth,54-118,Brisbane,2.62,1.52,Brisbane,1
6861,2021,HA,21,2021-08-09 10:10:00+00:00,2021-08-09 20:10:00+10:00,West Coast,Melbourne,Perth,63-72,Melbourne,3.0,1.42,Melbourne,1
6862,2021,HA,22,2021-08-13 09:50:00+00:00,2021-08-13 19:50:00+10:00,GWS,Richmond,Docklands,106-67,GWS,2.18,1.72,Richmond,0
6863,2021,HA,22,2021-08-14 03:45:00+00:00,2021-08-14 13:45:00+10:00,Hawthorn,Western Bulldogs,Launceston,64-37,Hawthorn,5.2,1.18,Western Bulldogs,0
6864,2021,HA,22,2021-08-14 06:35:00+00:00,2021-08-14 16:35:00+10:00,Port Adelaide,Carlton,Adelaide,140-45,Port Adelaide,1.1,8.0,Port Adelaide,1
6865,2021,HA,22,2021-08-14 06:35:00+00:00,2021-08-14 16:35:00+10:00,Geelong,St Kilda,Kardinia,85-71,Geelong,1.3,3.7,Geelong,1
6866,2021,HA,22,2021-08-14 09:25:00+00:00,2021-08-14 19:25:00+10:00,Brisbane,Collingwood,Gabba,142-57,Brisbane,1.14,6.25,Brisbane,1
6867,2021,HA,22,2021-08-14 09:40:00+00:00,2021-08-14 19:40:00+10:00,North Melbourne,Sydney,Docklands,77-91,Sydney,3.1,1.4,Sydney,1
6868,2021,HA,22,2021-08-15 04:10:00+00:00,2021-08-15 14:10:00+10:00,Melbourne,Adelaide,MCG,104-63,Melbourne,1.07,10.0,Melbourne,1
6869,2021,HA,22,2021-08-15 05:20:00+00:00,2021-08-15 15:20:00+10:00,Gold Coast,Essendon,Kardinia,30-98,Essendon,3.5,1.33,Essendon,1
6870,2021,HA,22,2021-08-15 07:10:00+00:00,2021-08-15 17:10:00+10:00,Fremantle,West Coast,Perth,79-64,Fremantle,3.1,1.4,West Coast,0
6871,2021,HA,23,2021-08-20 09:50:00+00:00,2021-08-20 19:50:00+10:00,Western Bulldogs,Port Adelaide,Docklands,64-66,Port Adelaide,1.68,2.25,Western Bulldogs,0
6872,2021,HA,23,2021-08-21 03:35:00+00:00,2021-08-21 13:35:00+10:00,Richmond,Hawthorn,MCG,83-83,Draw,3.3,1.36,Hawthorn,1
6873,2021,HA,23,2021-08-21 03:45:00+00:00,2021-08-21 13:45:00+10:00,Sydney,Gold Coast,Docklands,136-49,Sydney,1.19,5.0,Sydney,1
6874,2021,HA,23,2021-08-21 06:35:00+00:00,2021-08-21 16:35:00+10:00,Brisbane,West Coast,Gabba,125-87,Brisbane,1.08,9.0,Brisbane,1
6875,2021,HA,23,2021-08-21 09:25:00+00:00,2021-08-21 19:25:00+10:00,Geelong,Melbourne,Kardinia,77-81,Melbourne,1.95,1.9,Geelong,0
6876,2021,HA,23,2021-08-21 09:40:00+00:00,2021-08-21 19:40:00+10:00,Carlton,GWS,Docklands,75-89,GWS,3.5,1.33,GWS,1
